username, created_at, lng, lat, text
roxybean_, Wed Jan 20 19:13:09 +0000 2021, -118.411907, 34.020789, AN ENTIRE CORPS OF JUST PICCOLOS SHOULD BE ILLEGAL OH NO 
juliojmontalvo, Wed Jan 20 19:13:09 +0000 2021, -97.114771, 33.202495, Not the choir gays talking shit about Gaga’s performance 🤦🏾‍♂️ chile keep your thoughts to Facebook live and TikTok !! 
livi_katebarnes, Wed Jan 20 19:13:09 +0000 2021, -94.559281, 39.100048, damn right https://t.co/4ilvkcsDcz 
VUltimum, Wed Jan 20 19:13:09 +0000 2021, -122.634510, 45.566050, ARTIST-A-DAY BLOG Inside A Generous Kingdom V: The layers of history &amp; hope of artist Cathy Wilkin #art #artist… https://t.co/YMvQQOtnkw 
PaulDaytona22, Wed Jan 20 19:13:09 +0000 2021, -81.068556, 29.190223, Jesus said, "Lord of lords." 
mangajunky, Wed Jan 20 19:13:09 +0000 2021, -84.340338, 34.041212, @NotKallyn @warmyellowlight @mosscj2 https://t.co/YoO8mIXKeb 
ArmadaBLB, Wed Jan 20 19:13:08 +0000 2021, -73.709589, 45.605568, 1 https://t.co/NU6QPERcMh 
IrishBasterd8, Wed Jan 20 19:13:09 +0000 2021, -106.737438, 32.342299, @Stiles_Bliss @BigBadLucille Idk my man ask Carr... I’m just pointing out the obvious. 
Jeddouglas, Wed Jan 20 19:13:09 +0000 2021, -86.851177, 35.935017, https://t.co/JcSVjJPwm9Coached with Frank for 2 weeks in Texas and Oklahoma with the 18’s Team Florida in the Sun… https://t.co/EnufBsQxtP 
ballenasesina, Wed Jan 20 19:13:10 +0000 2021, -118.018856, 33.975918, Bernie is the real hero of Twitter today 😂💀 
jazjizzes, Wed Jan 20 19:13:09 +0000 2021, -118.411907, 34.020789, like a kid in a candy shop🍭 https://t.co/IBvu8ZUiV3 
LaShondaFelto12, Wed Jan 20 19:13:10 +0000 2021, -79.861034, 35.170499, @charlesekramer2 Tell Me More? 
BlondGrl99Probz, Wed Jan 20 19:13:10 +0000 2021, -85.768241, 37.822244, Today is a Day of HISTORY and Celebration. @VP and @POTUS 
HockeyShrader8, Wed Jan 20 19:13:09 +0000 2021, -76.603688, 38.951964, Are y’all still mad we got Hurney or is it all good with Mayhew now? 
savanahmadison3, Wed Jan 20 19:13:10 +0000 2021, -86.791549, 36.200008, stay pressed 
LilBruhDavis, Wed Jan 20 19:13:10 +0000 2021, -86.791549, 36.200008, @eddy_niz @rsvpkevin Lol literally 
KhalidHabash, Wed Jan 20 19:13:10 +0000 2021, -83.173867, 32.678207, العداء الذي اظهرته الهان عمر للخليج هو سقوط في الانحياز الحزبي. كنت اتمنى ان تكون وسيط ورمز للحياد وتعمل على جمع ال… https://t.co/CrG5Myy2Qb 
DVDDYBERRY, Wed Jan 20 19:13:10 +0000 2021, -116.361297, 33.740538, Joe Biden is president and has really let over 402,000 die of covid... smh😬😬 
BeanTownBozo, Wed Jan 20 19:13:10 +0000 2021, -69.825840, 43.908880, Someone que up Todd Angilly 
iconer1983, Wed Jan 20 19:13:10 +0000 2021, -81.367773, 28.501678, I’m tired. 🙄 
BanachTarski_, Wed Jan 20 19:13:10 +0000 2021, -77.800460, 40.832529, يحدث امامي https://t.co/pGS441IAvq 
SHELL32750, Wed Jan 20 19:13:10 +0000 2021, -81.351309, 28.699417, @ratemyskyperoom @BryanPeeler This is the most Berniest picture I remember seeing. It makes me smile 😃 
adrianknows_, Wed Jan 20 19:13:10 +0000 2021, -106.187572, 31.690114, @Christian_WRX_ His last message has me crying 😂😂💀 
JReneex, Wed Jan 20 19:13:11 +0000 2021, -117.999409, 34.139172, @sugashayyy Im down 🙌🏾 
JettGinny, Wed Jan 20 19:13:11 +0000 2021, -86.687477, 33.696554, This semester was a piece of cake! 🧁 Cupcakes and piping techniques are always a great way to end a fantastic class… https://t.co/STiCt8pWzP 
Mr91Mac, Wed Jan 20 19:13:11 +0000 2021, -76.969264, 38.796432, ☹ 
bigboyy_rogers, Wed Jan 20 19:13:11 +0000 2021, -115.133373, 36.249124, @DiMariaGianna 🥺❤️😭 
kwistenkim, Wed Jan 20 19:13:11 +0000 2021, -115.223125, 36.232915, my mom threw out my jar of mixed spices i put in every. single. meal. :o) 
GloriaWinston4, Wed Jan 20 19:13:12 +0000 2021, -88.294730, 42.094031, @EVargasTV What a Hater!! 
Swayz04879968, Wed Jan 20 19:13:12 +0000 2021, -122.189162, 47.891113, @realredtarget No crack pipe and no foot job must have been terribly boring. 
GiftedAndGoofy, Wed Jan 20 19:13:12 +0000 2021, -86.791549, 36.200008, 😂😂😂😂😂😂 
TamaraCanty, Wed Jan 20 19:13:11 +0000 2021, -79.861034, 35.170499, @SK_CreativeChic @Brandyr4180 A plan indeed! I mean, come on Staci "carbo loading" is a thing. 😁 Do the intense wor… https://t.co/DC7KOswdF3 
laaloronaa, Wed Jan 20 19:13:12 +0000 2021, -82.671634, 28.376360, Y’all drooling over Michelle’s attire got me thinking y’all so use to seeing women half naked that finally seeing o… https://t.co/Gzmux56eYy 
wileyatl, Wed Jan 20 19:13:12 +0000 2021, -84.286468, 33.802810, Better hope the terrorists don’t post up in the paint 
dayanalol, Wed Jan 20 19:13:12 +0000 2021, -106.568008, 31.452274, No me quiero ir pero ya me quiero ir, estoy emocionada y abrumada al mismo tiempo... 
blackandmilez, Wed Jan 20 19:13:12 +0000 2021, -85.722346, 38.195555, @iamstones_ Man they been talking about this for YEARS even when I was in college. That’s annoying to me about this… https://t.co/EXSBPGV3j6 
Laura_Sramek, Wed Jan 20 19:13:12 +0000 2021, -73.968542, 40.780709, Tommaseo Gregorio ©️ - [Stakeholder background] - Inside the frame https://t.co/JH9XyVWTtf 
Gtkunstman, Wed Jan 20 19:13:12 +0000 2021, -88.003555, 42.206258, @jasonjwilde Jason, call me crazy, but any chance he hangs it up if they run the table? Appreciation of the moment… https://t.co/i8ADFr7XRX 
Marvis_WLKY, Wed Jan 20 19:13:12 +0000 2021, -85.722346, 38.195555, Incredibly class coverage from everyone involved. I’m emotional but also taking notes from this talented staff… https://t.co/NCt9r2ufPI 
chema_rg3, Wed Jan 20 19:13:12 +0000 2021, -95.446486, 29.838495, @NO_SLEEP_RAMIRO Yea 
DLMFanView, Wed Jan 20 19:13:12 +0000 2021, -91.585191, 41.698276, @CBSNews @GayleKing Lindsey Graham is an opportunist. Not a smart one, but an opportunist. #coattails 
MalikApplewhite, Wed Jan 20 19:13:12 +0000 2021, -75.117998, 40.004866, No kizzy 
ZoraAsberryTV, Wed Jan 20 19:13:12 +0000 2021, -98.540651, 29.417501, Michelle WON! @TheKidSkoob #Inauguration2021 https://t.co/T3IWH3vc88 
tmj_VAV_sales, Wed Jan 20 19:13:12 +0000 2021, -77.208591, 39.018165, Dollar Tree is hiring in #Potomac, MD! Read about our latest #Sales job opening via the link in our bio: SALES FLOOR ASSOCIATE 
AZCF79, Wed Jan 20 19:13:12 +0000 2021, -112.124676, 33.552863, President Joe Biden!! Vice President Kamala Harris!! 🥳🥳🥳 #Inauguration2021 
Coach_Hefley, Wed Jan 20 19:13:12 +0000 2021, -117.104989, 32.810012, #OkState 
olearyjerryo, Wed Jan 20 19:13:12 +0000 2021, -75.770041, 42.746617, @Chasten Awesome!!! (You guys look great!!!😀❤️) 
kherns_, Wed Jan 20 19:13:12 +0000 2021, -76.899072, 39.077557, Vice versa 🎯 
iamlesleyd, Wed Jan 20 19:13:13 +0000 2021, -80.322631, 25.940281, 😂😂... y’all ain’t right 😅😅🤣🤣 
thevivid13, Wed Jan 20 19:13:13 +0000 2021, -94.559281, 39.100048, @PatsHoppedUp Nah, too many complete sentences. That's above his level. 
natashamilanX, Wed Jan 20 19:13:13 +0000 2021, -77.014398, 38.898603, @MaryLTrump Hahaha! You’re awesome! You made this last few months much more sane in all the insanity. Thank you @MaryLTrump 
DCALive, Wed Jan 20 19:13:13 +0000 2021, -77.014398, 38.898603, This should be disqualifying. Deactivate?. @ASlavitt 
jdroste15, Wed Jan 20 19:13:13 +0000 2021, -83.204709, 42.206131, Whenever Im deciding if I wanna buy something I always look at it in terms of a flight. If ima spend 200 or more on… https://t.co/a7F53OOMJs 
RobStLaurent3, Wed Jan 20 19:13:13 +0000 2021, -71.504117, 42.752970, @MrBirdHead @businessinsider @jbarro Nah, always has &amp; always will be about them.Although, it's been entertaining… https://t.co/466zTIW1vs 
Kidsdoc1Rick, Wed Jan 20 19:13:13 +0000 2021, -79.645081, 43.418190, Our region’s hospitals are on this list. Stay home, stay well. 
HYPEman_Hicks, Wed Jan 20 19:13:13 +0000 2021, -85.639164, 38.183105, I just fucking rolled this man goofy af 😂 
tmj_tol_transp, Wed Jan 20 19:13:13 +0000 2021, -83.468820, 41.607272, ProDrivers is hiring in Northwood, OH! Read about our latest #Transportation job opening via the link in our bio: A Driver CDL #CDL 
Larakate, Wed Jan 20 19:13:13 +0000 2021, -122.279521, 37.875845, Hey @GavinNewsom accept this help. California needs this — we’re failing. 
jdonith, Wed Jan 20 19:13:13 +0000 2021, -80.122619, 26.721896, Who would have thought Bernie’s fashion would be the most talked about today?!? 🤣🤣🤣 
Patoyns, Wed Jan 20 19:13:13 +0000 2021, -80.386440, 36.004272, @Barankatar21 @GalatasaraySK Tamamdır Baran. 
tmj_TX_EDU, Wed Jan 20 19:13:13 +0000 2021, -97.853069, 30.578806, Engage, Inspire, and Achieve to impact the lives of students through a career at Leander ISD. More info on this job… https://t.co/Ij1l0wFLWL 
_Biggggg_B_, Wed Jan 20 19:13:14 +0000 2021, -92.342322, 34.721886, I got a box of crab legs and shrimp I already know who to call to make em 😝🥰🥰 
itsrosybgarcia, Wed Jan 20 19:13:14 +0000 2021, -117.782360, 33.689732, LMAOO I doubt this is it. But it’s the best I can find https://t.co/qI5qv6I2fP 
PaulusAr, Wed Jan 20 19:13:14 +0000 2021, -80.332605, 43.402109, @Acyn @ReallyAmerican1 Prison is coming 
pynkkmolly, Wed Jan 20 19:13:13 +0000 2021, -112.124676, 33.552863, Big Bang ! https://t.co/dLKdcfHC0u 
hustonCNN, Wed Jan 20 19:13:14 +0000 2021, -84.433106, 33.767195, @ekadut https://t.co/AMQDFfjtbk 
CalliopeCo, Wed Jan 20 19:13:14 +0000 2021, -116.490639, 43.699219, Amazing capture from yesterday 🎶. Military band perform “Hit the Road Jack” when obligated to play when passing… https://t.co/cFxE5x9jAt 
DJ_Ajaxx, Wed Jan 20 19:13:14 +0000 2021, -112.124676, 33.552863, @paimonalipour He’s doing great 😂😂😂 https://t.co/g7HCshLr6i 
MarkusforDC, Wed Jan 20 19:13:14 +0000 2021, -77.014398, 38.898603, .@POTUS’ new ‘46’ #Inauguration DC tags say “Taxation Without Representation”.Hopefully not for long. #DCStatehood 
JoeshowA, Wed Jan 20 19:13:14 +0000 2021, -71.021340, 42.256124, @elvisking1977 @_GerryNavarro @TheBadNewsB Ck it out. 2 min free vid. On youtube. TOMMOROW. Because I dont run t… https://t.co/bbwvykoc1S 
AsanteRichards, Wed Jan 20 19:13:14 +0000 2021, -74.006400, 40.714200, 💫 Honor Your Energy 🐉#Synergy #Love @ New York, New York https://t.co/JdTBE8MiQJ 
DerrickeDennis, Wed Jan 20 19:13:14 +0000 2021, -74.066663, 40.718001, As a @Howard grad, I felt from the moment I set foot on that campus I was surrounded and embraced by history and gr… https://t.co/6dGTM4t1T3 
dcbigs, Wed Jan 20 19:13:14 +0000 2021, -80.177668, 25.905606, i just been praying, reading, and staying out the way.. i’m learning new stuff everyday 
christo4ferris, Wed Jan 20 19:13:14 +0000 2021, -80.112903, 26.533486, so good 
babatundebalo, Wed Jan 20 19:13:14 +0000 2021, -76.741500, 39.261002, @George_O_E 🤣😁 
TeaTimeTeaJay, Wed Jan 20 19:13:14 +0000 2021, -117.022695, 38.502147, You do you boo! But I’m pure magic over here! Bippity Boppity boo mf! https://t.co/fKSUWmIdrD 
tmj_wy_nursing, Wed Jan 20 19:13:14 +0000 2021, -109.056531, 44.526342, Interested in a job in Cody, WY? This could be a great fit: https://t.co/Y6IcIITR3p #Nursing #RN 
ellen_degnrate, Wed Jan 20 19:13:15 +0000 2021, -92.131274, 34.751936, We all, collectively, owe @kathygriffin an apology 
lolitaaamor, Wed Jan 20 19:13:15 +0000 2021, -77.931357, 35.738678, Me 
AsterMx, Wed Jan 20 19:13:15 +0000 2021, -100.293591, 25.641718, @ESNaranjita Ya lo ando descargando 
AaronWagner_, Wed Jan 20 19:13:15 +0000 2021, -86.791549, 36.200008, “I have literal tears and chills.” https://t.co/sCpCoqKdCI 
TheLoud_Pack, Wed Jan 20 19:13:15 +0000 2021, -73.948775, 40.655138, Only thing missing is the Rockets red glare 
TrigggaTay, Wed Jan 20 19:13:15 +0000 2021, -83.574671, 41.656590, If you’re not in the public relations/social media industry but you do own a business.... Your best bet is to stf… https://t.co/ydE4PIhkyE 
_baejingg, Wed Jan 20 19:13:15 +0000 2021, -117.294096, 34.134925, okay we all know it’s FUCK copala harris lmao . 
kosner_michael, Wed Jan 20 19:13:15 +0000 2021, -87.805669, 42.187782, @RexChapman Wonder twin powers activate! 
dantasiaphantom, Wed Jan 20 19:13:15 +0000 2021, -95.446486, 29.838495, @Hallyfet So manipulative 
DriftyAlison0, Wed Jan 20 19:13:15 +0000 2021, -91.682855, 41.976528, @GregProops We made it! 
AIdotAGENCY, Wed Jan 20 19:13:15 +0000 2021, -108.574616, 39.091751, @perlmutations Damn straight! 
dvilsdaughter, Wed Jan 20 19:13:15 +0000 2021, -118.411907, 34.020789, I’m glad bitchass trump wasn’t at the inauguration with his shit stain face ruining the moment. What a fucking clow… https://t.co/42uPajXWIR 
ericmates, Wed Jan 20 19:13:15 +0000 2021, -84.433106, 33.767195, Time to get that fixed and admit the 51st state @POTUS @VP 
lilschra, Wed Jan 20 19:13:16 +0000 2021, -88.708667, 44.119819, we are discussing sexual fantasies rn with jack 
lajenks1, Wed Jan 20 19:13:16 +0000 2021, -82.764772, 39.974820, @yenedamtew You did a fabulous job !!! I noticed !! 
FinegirlJae, Wed Jan 20 19:13:16 +0000 2021, -84.266174, 30.476216, Yea I could never be the president I wouldve been at inauguration with the most laidddd 50 inch jet black bust down… https://t.co/hx0Yhx1EzG 
kdgoforth, Wed Jan 20 19:13:15 +0000 2021, -117.849687, 34.135520, What a day! Congratulations @JoeBiden and @KamalaHarris Now we have leaders that will encourage (and be examples o… https://t.co/tIr4vpt7fE 
MarieeArmanii, Wed Jan 20 19:13:16 +0000 2021, -87.967292, 43.056722, When I go in labor ik bud gone be so helpful this man came over here at 4 in the morning cause I was crying about h… https://t.co/fFxjAHDxPQ 
zekementa_, Wed Jan 20 19:13:16 +0000 2021, -111.928142, 33.392884, Oouu she got dem tig ol’ bitties 
lovettaloca, Wed Jan 20 19:13:16 +0000 2021, -104.787092, 41.135283, @Alex_Verbeek Absolutely! 
DylanMayhew4, Wed Jan 20 19:13:16 +0000 2021, -85.996819, 39.870397, @2CoachG1 
GuerraMartins97, Wed Jan 20 19:13:16 +0000 2021, -104.789327, 38.888519, @CR7Brasil Tottenham ganhava fácil na minha opinião 
brettfan55, Wed Jan 20 19:13:16 +0000 2021, -94.818096, 39.065360, @07_gibb Would deranged Trump suporters coming back to reality shock the world? Why, yes it would. But we all know… https://t.co/jbhyiXVARe 
thatsnaomir, Wed Jan 20 19:13:16 +0000 2021, -81.367773, 28.501678, How I miss it so much https://t.co/vUSI1wMHCV 
BMovieMagic, Wed Jan 20 19:13:16 +0000 2021, -93.021284, 34.486531, Oh, and I know folks have already said it but it bears repeating...@BernieSanders got the #drip #mittensonfleek… https://t.co/6EdQNJwYkg 
2023Fbc, Wed Jan 20 19:13:16 +0000 2021, -93.459429, 44.846200, #ladyballers https://t.co/2kU6Uu7lPD 
JmJ_____, Wed Jan 20 19:13:17 +0000 2021, -83.099288, 42.352787, Listen. I am very very anointed. 
swilly__, Wed Jan 20 19:13:17 +0000 2021, -84.314792, 33.706392, I’m sorry... what? 
lourdeesss_g, Wed Jan 20 19:13:17 +0000 2021, -118.411907, 34.020789, I honestly cannot anymore. 
JoseMiguelLongo, Wed Jan 20 19:13:17 +0000 2021, -76.144423, 43.046899, Just posted a photo @ Syracuse, New York https://t.co/1oT9eeUWI5 
troublesoshady, Wed Jan 20 19:13:17 +0000 2021, -76.517722, 39.360546, Hump Day Vibes https://t.co/4mUL8qpK60 
Judi53, Wed Jan 20 19:13:17 +0000 2021, -72.108118, 41.345003, @johnpavlovitz They’ll blame Biden 
23Lori, Wed Jan 20 19:13:17 +0000 2021, -70.996328, 42.419201, My landlord keeps putting holes in his house (above us) to look and listen for sounds he needs answers to 😂 This is… https://t.co/t004mHrVrk 
smitty767, Wed Jan 20 19:13:17 +0000 2021, -96.828366, 32.687697, #FuckOff 
2023Fbc, Wed Jan 20 19:13:17 +0000 2021, -93.459429, 44.846200, We ready!!! 
mayasiimone, Wed Jan 20 19:13:17 +0000 2021, -79.272570, 43.629311, Okay y’all, now that we’re well into the second wave of the pandemic and the 10th year of the Union station constru… https://t.co/BBQFmleFGe 
annagrace220, Wed Jan 20 19:13:17 +0000 2021, -75.267158, 40.148008, @orangutanne Jealous! 
heardbefore, Wed Jan 20 19:13:17 +0000 2021, -122.066473, 37.715782, https://t.co/elHdv65FPc 
vintageglitz, Wed Jan 20 19:13:17 +0000 2021, -81.950781, 33.529834, @StayFinessin Oh you cooking cooking... bet 
ZeusWorld_Wide, Wed Jan 20 19:13:17 +0000 2021, -118.411907, 34.020789, Instagram just now got my humpday pics I posted on here last week lol should I give y’all my new humpday pics for t… https://t.co/rLGJbhFrB9 
munding_joanne, Wed Jan 20 19:13:17 +0000 2021, -79.272570, 43.629311, Lets make something clear! You aren’t only endangering yourself! You are endangering people like my baby girl &amp; tha… https://t.co/eDj905qC38 
Dan78685517, Wed Jan 20 19:13:17 +0000 2021, -118.156711, 33.809172, @TheCinemaTicket https://t.co/bybPeBN2xv 
DaddysgirlCora, Wed Jan 20 19:13:18 +0000 2021, -81.469684, 28.586642, Lets hope #POTUS46 can stop this... they don't need the protection at all... this was done to make money and that i… https://t.co/U3Vz6Upgvq 
adamkail, Wed Jan 20 19:13:17 +0000 2021, -105.550890, 38.997936, https://t.co/p5S0IANU3I 
ROGGER652, Wed Jan 20 19:13:18 +0000 2021, -103.504180, 25.711095, @Marcela_Feraud @NinfaPecosa Venga va por mi México!! Shingao 
RadioDamage, Wed Jan 20 19:13:18 +0000 2021, -119.306608, 37.269176, https://t.co/YUj0qW65Yn 
DomSava94, Wed Jan 20 19:13:18 +0000 2021, -87.860566, 42.647083, Good news! China is happy! 
IamLegand97, Wed Jan 20 19:13:18 +0000 2021, -82.985772, 39.994684, @fuzgod Used that on a drive to Miami before 
GregoryLyles15, Wed Jan 20 19:13:18 +0000 2021, -80.926628, 33.631140, #heyredhair)) 
kamala_for, Wed Jan 20 19:13:18 +0000 2021, -98.540651, 29.417501, America is opening back up! 
michaelwconrad, Wed Jan 20 19:13:18 +0000 2021, -97.754724, 30.323346, @Cheekierbobcat @beckycloonan @mikeljanin @heyjenbartel @GlebMelnikov8 @DCComics I feel you- times are tight. Thank you for the support! 
angieslife, Wed Jan 20 19:13:18 +0000 2021, -83.725610, 42.994459, LMAO - screw them. They F-ed up the Rose Garden. Little kids are scared of Christmas bcuz of their spooky ass deco… https://t.co/6YSPycs3x4 
welcome2eastvan, Wed Jan 20 19:13:18 +0000 2021, -123.120400, 49.281900, Cap...#welcometoeastvan #eastvan #5panel #embroidery #eastvanclothing #vancouver #vancity @ Vancouver, British… https://t.co/6NsN3ZDneM 
Mistiimaria, Wed Jan 20 19:13:18 +0000 2021, -102.104627, 31.994300, @JacobFalcon23 Yoooo I saw this comment and I just can’t. Like it’s over. 😂 
wendyalas, Wed Jan 20 19:13:18 +0000 2021, -87.732013, 41.833585, 😭😭😭😭🥲💛 
scottandariese, Wed Jan 20 19:13:18 +0000 2021, -82.672903, 27.795720, @VP congratulations Madam Vice President! You will Rock this! 
alvarito817, Wed Jan 20 19:13:19 +0000 2021, -80.353332, 25.772288, @m_bauta15 ?🤨🤨 
tfeehan23, Wed Jan 20 19:13:19 +0000 2021, -74.314407, 40.591610, @AmyMek 6 months 
conenor, Wed Jan 20 19:13:19 +0000 2021, -84.641254, 39.127477, @sliccthowedoff @QuakeGW I fucking hate Trump but dude can be  funny sometimes lol 
shaunseeBxr, Wed Jan 20 19:13:19 +0000 2021, -100.076888, 31.168893, @stacey_betkey @WhiteHouse The only correct piece of this post is the 🤡 
LibertyAndFree4, Wed Jan 20 19:13:19 +0000 2021, -80.132962, 25.816966, @HawleyMustGo @SenHawleyPress A SATANIC CONSPIRACY FASCIST called his followers to gather in Washington to incite h… https://t.co/n3FHbJht1i 
angiechangpagne, Wed Jan 20 19:13:19 +0000 2021, -118.411907, 34.020789, Impeach Biden 
CACHARCOSMX, Wed Jan 20 19:13:19 +0000 2021, -100.293591, 25.641718, Este Lunes 25 de Enero, en punto de las 7:00p.m. no te pierdas #CACHARCOS_LIVENos Acompaña Flacko Madafacka 🎤Ad… https://t.co/GjBrVTmISz 
pwallinga, Wed Jan 20 19:13:19 +0000 2021, -122.435979, 37.770657, @annable_connor No it was a 100% straight arrangement, just... very much by some composer who knew both too much an… https://t.co/5gRBUrsCcX 
Guttaxxx, Wed Jan 20 19:13:19 +0000 2021, -95.631689, 29.603464, Let get on this moonrock...Good Afternoon https://t.co/JEV5txb98u 
818michael1976, Wed Jan 20 19:13:19 +0000 2021, -118.325145, 34.182160, @WWE @VinceMcMahon remove Trump from the HOF 
yukaioroi, Wed Jan 20 19:13:19 +0000 2021, -122.435979, 37.770657, @UnseenJapanSite 🙋🏻‍♀️Disagree. You can abbreviate to JP 
CandaceCanady, Wed Jan 20 19:13:19 +0000 2021, -75.770041, 42.746617, They look so cute! 
DukeTomato_, Wed Jan 20 19:13:19 +0000 2021, -89.569491, 44.900818, @gunnerhal @PrideOfDetroit I don’t care about the Dolphins, but that sure is a handsome puppy you have as your avi. 
BostonTea62, Wed Jan 20 19:13:19 +0000 2021, -121.998644, 37.973327, @BeschlossDC Yeah, science fiction!🤪 
twright55, Wed Jan 20 19:13:19 +0000 2021, -77.230881, 38.916761, https://t.co/54bJP0IP0p 
katebird09, Wed Jan 20 19:13:19 +0000 2021, -87.732013, 41.833585, 46 🤩💜🇺🇸 https://t.co/qvE4AkDA8w 
snoopy1957, Wed Jan 20 19:13:19 +0000 2021, -82.672903, 27.795720, @DanRather it’s hard to play in a band and i’ve heard many singers start in too high range at the beginning and at… https://t.co/6aqaJw8JV1 
juapoch, Wed Jan 20 19:13:19 +0000 2021, -118.411907, 34.020789, GOOD MORNING AMERICA 🇺🇸 #InaugurationDay https://t.co/ow2LwgqnH9 
goldisacks, Wed Jan 20 19:13:19 +0000 2021, -73.948775, 40.655138, Didi xcx https://t.co/ir2Fbr5PX3 
cspencef, Wed Jan 20 19:13:20 +0000 2021, -82.330269, 29.673172, “We know that the whole creation has been groaning...” (Romans 8:22) 
PapaHoff1, Wed Jan 20 19:13:20 +0000 2021, -92.436774, 38.304558, Got my stimulus check today, courtesy of Donald J Trump. Of course it could have said Bozo the Clown, and I wouldn't care. 
chodie_foster8, Wed Jan 20 19:13:20 +0000 2021, -89.569491, 44.900818, Biden and Kamala have been sworn in, and I’ve pooped about 3 lbs this morning. A day of cleansing. 
_liveinbliss, Wed Jan 20 19:13:20 +0000 2021, -117.104989, 32.810012, I pull up in the Porsche w a freaky hoe 
MichaelCBrown54, Wed Jan 20 19:13:20 +0000 2021, -76.823345, 39.494422, Phenomenal! 
jfksteelie, Wed Jan 20 19:13:20 +0000 2021, -124.144682, 40.583348, @heyitsJudeD @a_simpl_man Yup 
bncwheeler, Wed Jan 20 19:13:20 +0000 2021, -97.448523, 32.892175, @BuzzFeed So when do we start seeing faces of the expelled beamed into the sky. 
Hawkfather1, Wed Jan 20 19:13:20 +0000 2021, -122.164527, 48.088757, Their watch is over. 
haidyn_berry, Wed Jan 20 19:13:20 +0000 2021, -94.471193, 37.138159, @sierrashantek @UCMJensSoftball @JWall1820 I love you so much! 
Guitarluv33, Wed Jan 20 19:13:20 +0000 2021, -117.947887, 33.924881, @GCRNFade2Black @StaciHi Thank you Staci with an i for all your help. 
danielledewitt, Wed Jan 20 19:13:20 +0000 2021, -85.841752, 42.873550, Did @SavannahGuthrie just say “well that is a moment where history reaches out and grabs you right down to the Yank… https://t.co/OwQd5QH84I 
ItsLeoLam, Wed Jan 20 19:13:20 +0000 2021, -118.411907, 34.020789, @DanielleCasting New everything, thankfully. 
OrganicBeauty90, Wed Jan 20 19:13:19 +0000 2021, -96.761753, 32.819858, Please stfu 
ktsclt, Wed Jan 20 19:13:20 +0000 2021, -80.846785, 35.209059, Catching up on @SoccerDownHere and I need a list of excuses that @OSGNelson has for technical issues that I can use… https://t.co/BLQ2wHhcLC 
gabesaenz7, Wed Jan 20 19:13:20 +0000 2021, -104.789327, 38.888519, He knows he’ll be gone in a year... it’s all part of their plan 
TacoVision, Wed Jan 20 19:13:21 +0000 2021, -79.997500, 40.441100, Just posted a photo @ Pittsburgh, Pennsylvania https://t.co/IRbfNpGjDp 
ActivatedTo, Wed Jan 20 19:13:21 +0000 2021, -74.187304, 40.808510, @SenRonJohnson The growing ratio says you’re going to face consequences for your actions and that can help us unify 
mbrown001, Wed Jan 20 19:13:21 +0000 2021, -73.660905, 43.333512, @Refinery29 Walmart styles need a voice.  They discovered it. 
thibbsssss, Wed Jan 20 19:13:21 +0000 2021, -95.631689, 29.603464, @feelthefern17 Bro what class and damn gotta be on top of your stuff 
aryanasunshine, Wed Jan 20 19:13:21 +0000 2021, -95.446486, 29.838495, I swear bro if this nigga misses his flight 
lul_myiaa, Wed Jan 20 19:13:21 +0000 2021, -85.978600, 35.830522, My friends getting their hair done and then there’s me... looking like a chicken and gotta wait until tomorrow 😂 
NikemaWilliams, Wed Jan 20 19:13:21 +0000 2021, -77.014398, 38.898603, @ninjaaamajo @Coretta83m @Yes2Democracy If what you are focused on is the 2022 Primary after I’ve only been in Cong… https://t.co/3vgodXtwGZ 
NotMikeLee1, Wed Jan 20 19:13:21 +0000 2021, -79.420865, 38.003376, Watch out lil bitch STIFF ARM 
rkeithball, Wed Jan 20 19:13:21 +0000 2021, -89.876449, 32.571032, @kathrynw5 Mind blowing fact: Biden is older than the last three presidents. 
voteRumpOUT, Wed Jan 20 19:13:21 +0000 2021, -84.591917, 37.876279, I'm so happy we have a president smarter than me 
TheGATE, Wed Jan 20 19:13:21 +0000 2021, -79.272570, 43.629311, Our full review of the #GalaxyS21 is coming up tomorrow. Until then take a look at our hands-on look at the amazing… https://t.co/lNETeEptY4 
dstanner2, Wed Jan 20 19:13:21 +0000 2021, -86.846326, 39.638970, Our residents are warming up on this cold winter day with Chicken Enchilada soup.  This is just part of the newly r… https://t.co/rzMV7nC8om 
akidesir, Wed Jan 20 19:13:21 +0000 2021, -79.272570, 43.629311, @TheTeslaLife What about Canada? @MFrunker https://t.co/r0JfKKmUBR 
omgitsniyy, Wed Jan 20 19:13:21 +0000 2021, -75.117998, 40.004866, im the side eye &amp; the scared one😂😂 
GatMan187, Wed Jan 20 19:13:22 +0000 2021, -76.865983, 38.852764, Don't do c0k3 around me because as soon as I leave I'm telling everybody what I saw😂😂💯 
WE4Bravo, Wed Jan 20 19:13:22 +0000 2021, -86.244729, 32.364145, @dtabor 😞 
thejessiecarper, Wed Jan 20 19:13:21 +0000 2021, -84.517077, 39.029941, I’ve been having a great time watching @cheyennebarton ‘s streams lately. Drew her and the precious Sophie during h… https://t.co/RXRIj7nLlj 
MorbidGiggles, Wed Jan 20 19:13:22 +0000 2021, -115.223125, 36.232915, Asking the bartender for an orange with my tequila from now on. 🤷🏽‍♀️ 
