username, created_at, lng, lat, text
sfryberger, Wed Jan 20 19:02:08 +0000 2021, -93.262046, 44.970610, @anthonycwalker @parlertakes Are you kidding me?? Brilliantly done btw. 
beachcomber131, Wed Jan 20 19:02:08 +0000 2021, -73.733984, 40.803066, Anyone else still trusting the plan? 
dboyrocka, Wed Jan 20 19:02:08 +0000 2021, -84.433106, 33.767195, @_KJCRAY It’s deep 
KishorBlue2, Wed Jan 20 19:02:08 +0000 2021, -119.374334, 35.591719, @StrangeAlienSky Have gofundme on my profile, thanks 
OhKayyKayKay, Wed Jan 20 19:02:08 +0000 2021, -88.548680, 39.113646, energy 
MVF7733, Wed Jan 20 19:02:08 +0000 2021, -97.754724, 30.323346, @LucindaTwitch https://t.co/N4brdUIjZ4 
anabelinigo, Wed Jan 20 19:02:08 +0000 2021, -118.411907, 34.020789, History will not remember him kindly and I hope we all make sure of it. 
andreamorealv, Wed Jan 20 19:02:08 +0000 2021, -111.498181, 28.969863, @Denisse021298 https://t.co/rHFDvYklOF 
BearVisionPND, Wed Jan 20 19:02:08 +0000 2021, -118.136193, 34.193809, How y’all make everything about probates and processes? Y’all don’t do anything else? Lmao 
joanacanalskwgn, Wed Jan 20 19:02:08 +0000 2021, -104.922093, 39.713563, So much fun working out virtually with @Broncos @gbolles72 and his kids for @BroncosFit Challenges. Coming soon. Ge… https://t.co/OSkk7ZPcu6 
spookyfantasma, Wed Jan 20 19:02:09 +0000 2021, -71.088712, 42.313670, I called Trump a coward and my Twitter was suspended for a month... here we are 
xo_moneei, Wed Jan 20 19:02:09 +0000 2021, -93.197723, 30.202771, I get to be on my head this weekend 😅😅 
DorvalTony, Wed Jan 20 19:02:09 +0000 2021, -75.800141, 45.248791, @sagraham1 @LisaMarieBoothe https://t.co/wJlyjaF8vq 
codygaszak918, Wed Jan 20 19:02:09 +0000 2021, -117.585658, 33.859093, I can understand Ozzy Osbourne better than I can Joe Biden. 
xotaymarie, Wed Jan 20 19:02:09 +0000 2021, -95.275990, 29.424824, Oh &amp; i hope you die with them other niggas too since i gotta die now matter fact i hope we all die 🤣🤷🏾‍♀️ 
MedlowMinus, Wed Jan 20 19:02:09 +0000 2021, -75.117998, 40.004866, https://t.co/oTUH3DaodK 
fqnclouds, Wed Jan 20 19:02:09 +0000 2021, -118.411907, 34.020789, I’m sad and happy at the same time what is wrong with me 
ShatteredVanity, Wed Jan 20 19:02:09 +0000 2021, -72.957097, 41.273171, @loneamorphous Let’s go!!! 
Jaaydollasign, Wed Jan 20 19:02:09 +0000 2021, -84.433106, 33.767195, You bitches on Twitter arguing 
EthicPaulo, Wed Jan 20 19:02:09 +0000 2021, -118.503259, 34.415631, Truth. https://t.co/zTTfJGCDUk 
_madelynyork, Wed Jan 20 19:02:09 +0000 2021, -117.104989, 32.810012, It’s not over. We have a lot of work to do. 74M people did’t vote for this outcome.An exfriend of mine had barely… https://t.co/zbSXp6xtdJ 
nandikerri, Wed Jan 20 19:02:10 +0000 2021, -77.014398, 38.898603, 🤣🤣🤣 
PimaSchoolSup, Wed Jan 20 19:02:09 +0000 2021, -111.032309, 32.342708, Hope. Inspiration. Poise. Perfection. Let’s share this for all students to hear. Bravo, Amanda Gorman! 
emily_wolph, Wed Jan 20 19:02:10 +0000 2021, -111.928142, 33.392884, Boston College vs. NC State Women's Basketball Highlight (2020-21) https://t.co/GXMYkNGgyt via @YouTube 
PRSTG_shop, Wed Jan 20 19:02:10 +0000 2021, -122.264288, 37.775063, Just posted a photo @ PRSTG https://t.co/p56teORYdH 
JustinSchiffer6, Wed Jan 20 19:02:10 +0000 2021, -117.104989, 32.810012, @TBMento @KPBSMidday We seem to have moved to phase 1b tier 1 in vaccinating 75 and 65+, but there’s no info about… https://t.co/5FkA5avhcO 
martintrejoJr, Wed Jan 20 19:02:10 +0000 2021, -97.011168, 32.655678, Nuevo Accidente de bloquea la rampa de salida de wb en #FortWorth en 35W SB en 20 https://t.co/QPuxYRh8SD 
JaysinStatic138, Wed Jan 20 19:02:10 +0000 2021, -90.046265, 37.975066, @Duke_Mauerman @JoeBiden @KamalaHarris Did you call your therapist today? 
briannabtom, Wed Jan 20 19:02:10 +0000 2021, -73.016168, 40.936678, @alexisfrannklin 👀👀 
SGClark1889, Wed Jan 20 19:02:10 +0000 2021, -94.559281, 39.100048, @JasonKander Feels good man. Last 4 years have been exhausting. 
felixortizcruz, Wed Jan 20 19:02:10 +0000 2021, -79.861034, 35.170499, @LARRYTRON She’s so precious!!! Love this for her!! 
Aletupadre, Wed Jan 20 19:02:10 +0000 2021, -83.804475, 27.698682, @odegaardismx__ Calla eh 
Benjiii3, Wed Jan 20 19:02:10 +0000 2021, -78.613697, 35.690305, Effective security is inconvenient 
jmsully09, Wed Jan 20 19:02:10 +0000 2021, -71.165499, 42.649235, @JackPosobiec Guessvhe Never heard any 
Kalei, Wed Jan 20 19:02:10 +0000 2021, -96.734900, 33.061243, Watching the inauguration with tears of joy. It's a great day in America! #Inauguration2021 
lexcramirez, Wed Jan 20 19:02:10 +0000 2021, -117.562152, 34.121670, kinda hoping this day doesn’t go fast...I have my covid test at 5:30😱😭 
jaxenturner, Wed Jan 20 19:02:10 +0000 2021, -110.915573, 32.189391, @bout_being_dad Great instincts 
bayylee_garver, Wed Jan 20 19:02:11 +0000 2021, -89.266508, 39.739300, Got all of my requirements going for my clinical rotation for school 🎉 
szulauf, Wed Jan 20 19:02:11 +0000 2021, -77.263252, 38.900207, @LJMS_FCPS @ToureTeaches 
CallmeDev_Oo, Wed Jan 20 19:02:10 +0000 2021, -83.173867, 32.678207, Bernie sitting there like, “it’s 35 degrees outside and we just sitting here” https://t.co/WhMjvR8Ie4 
FielderJames, Wed Jan 20 19:02:10 +0000 2021, -78.822218, 43.830985, Off we go https://t.co/FOYoDQonF9 
LoneStarSUVLimo, Wed Jan 20 19:02:11 +0000 2021, -100.076888, 31.168893, #windpower overtook coal as a #power source in #Texas in 2020. https://t.co/kNbSUTETxa 
SLOrat, Wed Jan 20 19:02:11 +0000 2021, -119.306608, 37.269176, This season the Marin Catholic HS alum improved immensely! 
easybugboi, Wed Jan 20 19:02:11 +0000 2021, -106.417430, 31.793368, ☠️☠️☠️☠️☠️ 
victttoryy, Wed Jan 20 19:02:11 +0000 2021, -80.383523, 37.143200, i really wish professors would just say if we REALLY need the textbook or not ... 
tmj_tpa_manuf, Wed Jan 20 19:02:11 +0000 2021, -82.530653, 27.336435, Nervous to apply for a job like "Assembler" at Adecco? Apply even if you're not a 100% match. You might be underest… https://t.co/4trLpONsdT 
larryrstreet, Wed Jan 20 19:02:11 +0000 2021, -80.181835, 38.920142, @hope411adcock @StormyTurtlDove Yet the same drug addicts that caused us in real pain to suffer now get 2 strips of… https://t.co/nZMe23xJ07 
KCGibbons, Wed Jan 20 19:02:11 +0000 2021, -86.791549, 36.200008, Work seems so optimistic! 
Gwmitchell151, Wed Jan 20 19:02:11 +0000 2021, -122.435979, 37.770657, @clairecmc @kurtbardella because we all know, especially him know he's full of shyt. 
cellothekid, Wed Jan 20 19:02:11 +0000 2021, -122.053481, 37.927878, No that WHOLE list is stupid af 
american_crown, Wed Jan 20 19:02:11 +0000 2021, -84.541562, 33.588263, @Amy_Siskind https://t.co/sxRoSOY2Tp 
informacionennl, Wed Jan 20 19:02:11 +0000 2021, -100.168717, 25.778679, Dia. 14 despues de resultado de + #Covid_19mx, ya sin ningun sintoma 🙏🏼 @NlSalud cuanto tiempo tengo que seguir en… https://t.co/phuGHzKYV5 
kalikugler, Wed Jan 20 19:02:11 +0000 2021, -80.053292, 40.642341, me in a tweet 
ShortFusedTV, Wed Jan 20 19:02:11 +0000 2021, -118.411907, 34.020789, Kind of hooked on Raid/Crossroads 24/7 playlist rn 
HCAFloridaJobs, Wed Jan 20 19:02:11 +0000 2021, -82.095180, 26.986990, Are you looking for a position at a company where you feel supported personally and professionally? Well, our respo… https://t.co/rceSbzjRHA 
brentlythomas, Wed Jan 20 19:02:11 +0000 2021, -87.732013, 41.833585, @replikate @SeeJaneMarie *ew*GIF 
TrumpityDumpity, Wed Jan 20 19:02:11 +0000 2021, -74.575589, 39.475299, @HouseGOP Lmao.....Q is in the house. 
MrMecc, Wed Jan 20 19:02:11 +0000 2021, -74.006400, 40.714200, Just posted a video @ New York, New York https://t.co/0pAHCkJE88 
MRodDC, Wed Jan 20 19:02:12 +0000 2021, -77.201405, 38.911158, Looking at the Pass and Review, some of those ranks aren’t properly dressed right. Just saying. 
glogetta04, Wed Jan 20 19:02:12 +0000 2021, -94.976601, 29.767947, @amaraamonique @P1NKM1NK all you bb 🥺💘💞💓💖 
jayde_claire, Wed Jan 20 19:02:12 +0000 2021, -91.730936, 35.238323, @EdgeRatedR Order another MRI of my Lower Back he is awesome called in pain medicine for now and after the MRI ster… https://t.co/w7oleK0S99 
RichardPell4, Wed Jan 20 19:02:12 +0000 2021, -83.299654, 36.210552, @DianaWintah @CynicalAutist Rip mombot 
LisaBur89780173, Wed Jan 20 19:02:12 +0000 2021, -85.978600, 35.830522, Currently watching now 
Skindeepby_xena, Wed Jan 20 19:02:12 +0000 2021, -76.069946, 36.802541, "Chile they could've emailed me this..."#Inauguration2021 #InagurationDay https://t.co/bsmBsWC3P9 
paolocase, Wed Jan 20 19:02:12 +0000 2021, -79.272570, 43.629311, The redcoats not having fake facial hair on their masks is a lost opportunity. 
tinanida, Wed Jan 20 19:02:12 +0000 2021, -74.165081, 40.998522, Is it me? Or was the gift giving event amazing because Americans were able to see our Rep and Dem elected officials… https://t.co/QrrbUhZWup 
PBRPLLC, Wed Jan 20 19:02:12 +0000 2021, -80.039262, 26.682504, @NBCNews 😭😭😭😭😭😭 
pdq8ball, Wed Jan 20 19:02:12 +0000 2021, -95.913642, 36.109392, @JoyVBehar @littleguyfedup Relief 
SincerelyAishe, Wed Jan 20 19:02:12 +0000 2021, -87.732013, 41.833585, When someone asks me for my addy I always give a small little side eye. Lol 
kaylanwilliams, Wed Jan 20 19:02:12 +0000 2021, -85.680261, 40.552181, TWITTER IS THE FUNNIEST APP HAHAHAHA I am in tears srsly 🤣🤣🤣🤣 
FrankWhyteGfx, Wed Jan 20 19:02:12 +0000 2021, -98.540651, 29.417501, The work doesn’t end. 
murdock4185, Wed Jan 20 19:02:12 +0000 2021, -100.076888, 31.168893, Never leave I love you left unsaid. 
Ty_Gwerder, Wed Jan 20 19:02:13 +0000 2021, -116.929102, 32.332876, @MataiStephenson Fair enough 😂 I’m only hitting pads at the very most does that count? Lol 
landonelliotttt, Wed Jan 20 19:02:13 +0000 2021, -77.493170, 37.529883, @hissgldnmssr Perfection 
chiefarielle__, Wed Jan 20 19:02:13 +0000 2021, -97.285913, 32.779967, I be laying down with my head throbbing holding my baby’s hand just mentally exhausted 😓 
Iris_Vazquez, Wed Jan 20 19:02:13 +0000 2021, -74.724323, 40.073041, @njdotcom 🙏🏽 
katebird09, Wed Jan 20 19:02:13 +0000 2021, -87.732013, 41.833585, Commander in Chief. I feel safe. https://t.co/Rm0e5uznYZ 
Jackedaddy, Wed Jan 20 19:02:13 +0000 2021, -81.823177, 26.622149, #Live #broadcast #show #lovense #cum #hairy #muscle #ass #sexy #hot #handsome #dilf #cock #showtime… https://t.co/1KzvdB2F0F 
Fryepod1, Wed Jan 20 19:02:13 +0000 2021, -73.981448, 41.997776, @PlaySpellbreak Always exciting. Chapters add some spice to the game. 
littlemurphydog, Wed Jan 20 19:02:13 +0000 2021, -83.804475, 27.698682, Thank you for serving. 
KevinClouds, Wed Jan 20 19:02:13 +0000 2021, -83.725610, 42.994459, Free finance tip - Don’t buy designer if you can’t afford designer. Don’t smoke exotic if you can’t afford exotic. Act your wage! 
CamilleLasin, Wed Jan 20 19:02:13 +0000 2021, -95.446486, 29.838495, @TiffanyForAlief @zachdespart WHEW CHILE!!!! 
guidoguy08, Wed Jan 20 19:02:13 +0000 2021, -90.375446, 38.699745, @JennaEllisEsq I really wish there was something more Trump could have done.🥲 
celestedanaee, Wed Jan 20 19:02:13 +0000 2021, -98.540651, 29.417501, I have one indoor succulent and suddenly I’m on plant tiktok 
SimplyNikki, Wed Jan 20 19:02:13 +0000 2021, -87.967292, 43.056722, @bdanielcole Yes! 😂❤ 
rosechokola, Wed Jan 20 19:02:13 +0000 2021, -73.831187, 40.670879, Creatives : If you are ever in Orlando let’s work..Me : Hey , I’m in Orlando let’s...  Them: https://t.co/goxHlQHrJ8 
PVReiki, Wed Jan 20 19:02:14 +0000 2021, -118.351218, 33.833714, I feel like a 270 pound weight has been lifted off of my shoulders!! 
dianahess22, Wed Jan 20 19:02:14 +0000 2021, -73.984562, 41.150000, Can’t stop the feeling!! @POTUS  @VP https://t.co/d97I86ji9x 
helenkiller, Wed Jan 20 19:02:14 +0000 2021, -87.732013, 41.833585, @tedcruz JFC 
Lipstickonu, Wed Jan 20 19:02:14 +0000 2021, -93.624819, 41.670051, Striving for perfection and a "Type A" personality often keep me up at night thinking about what I have to do tomor… https://t.co/CCX5YoiClr 
alisonsotomayor, Wed Jan 20 19:02:14 +0000 2021, -118.411907, 34.020789, I met @TheAmandaGorman at a screening of our film on Mayor Tom Bradley in 2017.I was impressed then &amp; now.She kil… https://t.co/etVi9Oo0FH 
the_skindaddy, Wed Jan 20 19:02:14 +0000 2021, -118.822046, 34.143068, I love that he has his little vaccine card in his hand 🥺 
ABGray, Wed Jan 20 19:02:14 +0000 2021, -87.732013, 41.833585, Jan. 20, 2021 begins string of palindrome dates https://t.co/A9iEPwI893 via @abc7 
Lipstickonu, Wed Jan 20 19:02:14 +0000 2021, -93.624819, 41.670051, I know I am not the only one working on this! There are definitely some perfection seeking souls in my circle. La… https://t.co/3a35DszEae 
stclare_housing, Wed Jan 20 19:02:14 +0000 2021, -79.272570, 43.629311, Fantastic! This is an encouraging indication of genuine commitment to affordable housing. Thanks for passing it on!… https://t.co/msTLU50hLa 
ryrypaige, Wed Jan 20 19:02:14 +0000 2021, -88.409391, 33.507615, @heylynnie 
beckyylilyy, Wed Jan 20 19:02:14 +0000 2021, -122.149768, 47.597856, @VickWowo Nah, the country would love you too much. They’d wanna see and hear from you. You’d be the People’s Gentleman. 🙌🏼😘 
lbcbioscience, Wed Jan 20 19:02:14 +0000 2021, -111.858398, 33.639340, CBD 300 MG Gummies 🐻 Visit https://t.co/FiwtPajAAf to purchase! #cbdgummies #edibles #gummies #cbd #cbdoil… https://t.co/XTcUIVYM3c 
nazeaster, Wed Jan 20 19:02:14 +0000 2021, -83.173867, 32.678207, @CoachJonMc @coachjtaylorjr Junior SZN highlights ⬇️⛓#-[706]-616-7480 Troup county high school 1st team honorabl… https://t.co/QfgufYxcjf 
Lipstickonu, Wed Jan 20 19:02:14 +0000 2021, -93.624819, 41.670051, Can we outgrow the pursuit of perfection? I need my soul to be ok with good. How do I get there?#keepgoing… https://t.co/CiX3Xutzcc 
alexejlatimer, Wed Jan 20 19:02:15 +0000 2021, -122.435979, 37.770657, tweeted from 📍 San Francisco, CA 
Elena11341208, Wed Jan 20 19:02:15 +0000 2021, -79.460580, 44.050196, @b_bratstvoBron Всего Самого лучшего 
Taryn_RG, Wed Jan 20 19:02:15 +0000 2021, -79.428376, 43.903509, @Desde_Toronto https://t.co/UnWII76ty0 
simonrraseley, Wed Jan 20 19:02:15 +0000 2021, -84.752250, 42.242710, This video serves no purpose and is completely meaningless OR Here I am looking after the refuse container! @ The W… https://t.co/z0uyIJvXUU 
april_brady, Wed Jan 20 19:02:15 +0000 2021, -77.014398, 38.898603, @KateKizer Yesss! ❤️ 
dubl59zy, Wed Jan 20 19:02:15 +0000 2021, -117.999409, 34.139172, @pkcapitol @daveweigel I got three:  Michigan, Stanford, and Navy.  (Brady et al, Swann et al, Staubach) 
recklifety, Wed Jan 20 19:02:15 +0000 2021, -91.090800, 30.459100, No. Quality career but no 
annnnalicia8, Wed Jan 20 19:02:15 +0000 2021, -120.188778, 36.606786, I hate when dentist try talking to you😂 
SherryLeigh5, Wed Jan 20 19:02:15 +0000 2021, -90.450518, 38.510489, @IAMNJERA Simply stunning. 
ZConine, Wed Jan 20 19:02:15 +0000 2021, -115.223125, 36.232915, Look, I know everyone is excited about the Inauguration and the State of the State but keep some powder dry for the… https://t.co/cS1av6djrM 
LibrarianLisa5, Wed Jan 20 19:02:16 +0000 2021, -75.386460, 39.145024, I need a nap. I haven't been able to sleep peacefully in 4 years. 
Cstacks_57, Wed Jan 20 19:02:16 +0000 2021, -74.184848, 40.734494, Nike and nights is better then his entire catalog 
bash0929, Wed Jan 20 19:02:15 +0000 2021, -80.132962, 25.816966, Office views https://t.co/Z5tpNEaD6V 
darlenesabrina_, Wed Jan 20 19:02:16 +0000 2021, -117.562152, 34.121670, I would just like to say I’m glad my mom didn’t name me “darlang” Lmaoo cause it is Darlene but it’s supposed to be pronounced Darling 😂💀 
JenniferLynneW, Wed Jan 20 19:02:16 +0000 2021, -105.074908, 40.409374, Today, I’m thinking about every woman who has ever helped elect more Democratic women to office. Whether you were a… https://t.co/GNDoBRCIca 
tijanasugarbabe, Wed Jan 20 19:02:16 +0000 2021, -93.361321, 46.441861, 🍑🍑🍑 RETWEET ME 😈😈😈😈#blondie #onlyfans #OnlyFansmexico #onlyfansthai #onlyfansespaña #onlyfansperu #onlyfansQuebec… https://t.co/yjgcSPpBC5 
jordaaanlynn, Wed Jan 20 19:02:16 +0000 2021, -86.142922, 39.779562, @carliaikman Hahaha that’s not true! He told me he loves my laugh so suck my dick 
GrandpaZayde, Wed Jan 20 19:02:16 +0000 2021, -83.099288, 42.352787, Really hard to decide between my Kingdom Hearts strategy guide and my Kingdom Hearts 2 strategy guide. 
_liveinbliss, Wed Jan 20 19:02:16 +0000 2021, -117.104989, 32.810012, Orange theory brings me so much life 
StfuAndListenHo, Wed Jan 20 19:02:16 +0000 2021, -84.512101, 33.661750, I stay away from the scale until I go to the doctor. The number on the scale will mess with your mood lol 
DrewVanDrese, Wed Jan 20 19:02:16 +0000 2021, -83.213557, 42.314732, Biden just gets absolutely livid at sight of revolutionary war soldiers, wondering how far Trump has set us back militarily 
ocseoexperts, Wed Jan 20 19:02:16 +0000 2021, -117.887439, 33.739992, @WhiteHouse45 Good luck now buddy lmao 
29Dilaurentis, Wed Jan 20 19:02:16 +0000 2021, -75.770041, 42.746617, Current when... https://t.co/WrPGuFUSUS 
noelleadreanna, Wed Jan 20 19:02:17 +0000 2021, -111.738566, 33.295215, is loving twitter arguments a leo moon thing or what 
Geomack62, Wed Jan 20 19:02:17 +0000 2021, -80.927138, 29.035797, @VP I voted for u in the primary, go do this thing and bring us back to respectability! 
str_1997, Wed Jan 20 19:02:17 +0000 2021, -111.928142, 33.392884, @serjoe_b I need you 
doctoratedre, Wed Jan 20 19:02:17 +0000 2021, -95.824553, 29.783996, @taigamisu oo what manga is this 
rwxman, Wed Jan 20 19:02:17 +0000 2021, -73.113976, 41.824678, @WeatherNation @delaneymartin15 @NWSAlbany @Radar_Reid Sure np 
a1_net, Wed Jan 20 19:02:17 +0000 2021, -75.117998, 40.004866, Idc if i go by myself 
ConnorWatrous, Wed Jan 20 19:02:17 +0000 2021, -123.122401, 44.065621, @its_barra_o @sister2u55 @mtgreenee You basically did. These people trust these ridiculous politicians with their l… https://t.co/RqxrHezJyR 
GregoryLyles15, Wed Jan 20 19:02:17 +0000 2021, -80.926628, 33.631140, I’m a Mack I on sweat or loose any skaters about no one hoe stop playing ya self babe lol and run that Pussy tonigh?)!)💥🌻😎💯🌻 facts 
cj_porterII, Wed Jan 20 19:02:17 +0000 2021, -83.804475, 27.698682, @BrianWPerry Great point 
Qveen_neisha18, Wed Jan 20 19:02:17 +0000 2021, -86.611411, 34.706027, Now this is the one ! 
khalidusman, Wed Jan 20 19:02:17 +0000 2021, -79.299672, 43.880695, Congratulations to President @JoeBiden! This is your time. Show the human face to the world. You truly represent “W… https://t.co/hELCGl91xX 
letstweetdan, Wed Jan 20 19:02:17 +0000 2021, -84.433106, 33.767195, tl did a thing https://t.co/vTEqfJxWfT 
AndyFauss, Wed Jan 20 19:02:17 +0000 2021, -95.317040, 32.315662, Pet a pet today. https://t.co/00NKtw4nRw 
GAWDBODYRON, Wed Jan 20 19:02:17 +0000 2021, -90.331882, 38.664710, Bitches say they luv me but I don’t believe em. Who wouldn’t wanna luv me shit I’m gettin money and I’m succeedin. 
SMPthatsme, Wed Jan 20 19:02:17 +0000 2021, -121.796444, 37.985661, @TheLeoTerrell Keep us informed, please! ♥️Trump ♥️Leo 
scottjo51874395, Wed Jan 20 19:02:17 +0000 2021, -91.548692, 34.493961, @BreitbartNews Fool that only exists in your mind nothing to fight. 
MariaOrchid526, Wed Jan 20 19:02:17 +0000 2021, -73.968542, 40.780709, @bantuklu @niceprinter12 @christian4rty @LaurajPutnam @ChrisStigall @jflannez19 I meant a total recount of the whol… https://t.co/8qsXfWigEk 
iniboy_80, Wed Jan 20 19:02:17 +0000 2021, -122.435979, 37.770657, Welcome on board @JoeBiden the 46th @POTUS and @KamalaHarrisGod bless 🇺🇸 
delo_inc, Wed Jan 20 19:02:17 +0000 2021, -87.732013, 41.833585, I need to see a movie. I need to go to a concert. I need to pay the overpriced fee at Taste of Chicago. 
thevibekid, Wed Jan 20 19:02:18 +0000 2021, -86.409610, 35.847420, @abbastabrezi123 @LegionHoops this is so fucking gay it’s funny af , you knew what you was doing , 😂😂😂😂💀💀💀💀 
Musicmama123A, Wed Jan 20 19:02:18 +0000 2021, -100.000000, 40.000000, Just posted a photo @ United States https://t.co/1P6Sv14RcW 
BevIE951, Wed Jan 20 19:02:18 +0000 2021, -117.397616, 33.935822, @Driouxellyn @ee_edwards12 Thank you Drew for also making this happen. 
DeniseReeseVO, Wed Jan 20 19:02:18 +0000 2021, -84.433106, 33.767195, @Yamiche Hopefully the prayer warriors and intercessors got in there to burn some sage! 
MichellecarmenG, Wed Jan 20 19:02:18 +0000 2021, -118.268619, 34.036954, Just posted a photo @ https://t.co/rZKMj1UAkP and Gallery Gomez https://t.co/6b9wNu0UE1 
5angrydragons, Wed Jan 20 19:02:18 +0000 2021, -149.758794, 61.235042, There are no words... 
MariaSheikhMD, Wed Jan 20 19:02:18 +0000 2021, -73.968542, 40.780709, My heart. 
eamm_97, Wed Jan 20 19:02:18 +0000 2021, -80.295747, 25.755767, Is that Buttigieg yasssssing Gaga in the background? 😂 #gaga https://t.co/g59C0vnTIJ 
Forgetfulness19, Wed Jan 20 19:02:18 +0000 2021, -81.986834, 26.636480, @MagBoyleWright Interesting. I missed it this morning. 
potentpleasures, Wed Jan 20 19:02:18 +0000 2021, -89.991816, 30.028257, Just posted a video @ Potent Pleasures https://t.co/0LVG7PZ3zd 
_AlfredTang, Wed Jan 20 19:02:18 +0000 2021, -122.630908, 45.536402, @KingWulfgar42 @EricDJuly Yeah, man. It's like the founding fathers didn't know what they were doing. 
camilo_hdezd, Wed Jan 20 19:02:18 +0000 2021, -118.399639, 34.082497, Nunca aprendí a usar uno de estos. 
TyisReal1_, Wed Jan 20 19:02:18 +0000 2021, -72.618040, 41.762063, The brain can be your greatest weapon or your greatest defeat 
David_Mahfood, Wed Jan 20 19:02:18 +0000 2021, -83.804475, 27.698682, @mattwilcoxen That's my President 
apparentlymia, Wed Jan 20 19:02:18 +0000 2021, -122.676108, 38.452218, The ones you don’t date hurt the most .-. Like for what 
RisingPathMusic, Wed Jan 20 19:02:19 +0000 2021, -93.361321, 46.441861, @MagicNigist Straight to the point! 
MariusSose, Wed Jan 20 19:02:19 +0000 2021, -117.158500, 32.715500, They have the draft picks, I wouldn’t go as far as Super Bowl Contenders Chiefs more talented.   They would have to… https://t.co/YL6kyA0bzq 
gutavsaraiva, Wed Jan 20 19:02:19 +0000 2021, -77.014398, 38.898603, @RachelFrazin This is the best Inauguration Day article I’ve seen so far 😂 
_asialynnrenee_, Wed Jan 20 19:02:19 +0000 2021, -97.672732, 30.519340, Side eye 
erwin_havranek, Wed Jan 20 19:02:19 +0000 2021, -96.053431, 41.275721, @michaelmalice @ComicDaveSmith Michael is the best. 
RusoHidalgo, Wed Jan 20 19:02:19 +0000 2021, -86.159944, 34.201266, Don`t forged your friend in Panamá 
gerardojorojas, Wed Jan 20 19:02:19 +0000 2021, -77.236969, 38.805115, @Jorge25529699 Para eso escogió VP más joven! 
GQ_Down, Wed Jan 20 19:02:20 +0000 2021, -83.099288, 42.352787, Jeweler Hill must have found her Blackness a few years ago. 
beshannonphotos, Wed Jan 20 19:02:20 +0000 2021, -77.205056, 38.733325, @jaketapper @GOPLeader #ExpelTheSeditionists 
cruz_kaylyn, Wed Jan 20 19:02:20 +0000 2021, -73.174060, 40.806464, Kamala Harris sworn in as our first female , Black &amp; South Asian vice president of the United States.. i love it 
VaughanPappy, Wed Jan 20 19:02:20 +0000 2021, -79.565792, 43.837104, @firedup79 He’s not capable of that. 
thomasjmusicnow, Wed Jan 20 19:02:20 +0000 2021, -118.411907, 34.020789, Does jlo ever sing live? Is this mic ever on ? 
_wdmitch, Wed Jan 20 19:02:20 +0000 2021, -82.815236, 34.693922, i really thought bruh was going to speak in tongues 😂 
MAGAman23, Wed Jan 20 19:02:20 +0000 2021, -77.005500, 40.211060, @RyanAFournier I wish our country the best...not that fraud. 
BarberSox, Wed Jan 20 19:02:20 +0000 2021, -87.732013, 41.833585, @PureMichGirl He’s had a stutter his whole life you ignorant c**t 
FlawlessTracy, Wed Jan 20 19:02:20 +0000 2021, -117.899400, 33.918200, Just posted a photo @ Brea, California https://t.co/yd3sfVOVMz 
seanpagedrummer, Wed Jan 20 19:02:20 +0000 2021, -105.550890, 38.997936, I have waited a long time for this day! 
Dolla3X, Wed Jan 20 19:02:20 +0000 2021, -83.173867, 32.678207, Ive been having some very vivid dreams the past week. Usually i dont dream at all. Is this a good thing or??? 
MusiqJunkie223, Wed Jan 20 19:02:20 +0000 2021, -91.090800, 30.459100, @KortlynnJenae Kamala’s feet will land in some eucalyptus Epsom salt RIGHT after. 🤣 
slimeballdad, Wed Jan 20 19:02:20 +0000 2021, -89.533770, 34.354670, @LexBurnzie u know he did it too 
FollowingFiona, Wed Jan 20 19:02:20 +0000 2021, -95.019351, 29.531964, I know I'm tall, no need to tell me every time. 
jcarter54, Wed Jan 20 19:02:20 +0000 2021, -98.319925, 38.498196, History has been made!!! #KamalaHarrisVP https://t.co/txElBseuBG 
AustanQB, Wed Jan 20 19:02:21 +0000 2021, -81.889953, 26.555793, Thank you @AllstarDigest for reaching out on Twitter! 🎯 https://t.co/CJcTAVHhVJ @MastrolePassing @CoachGouldIMG… https://t.co/brvy7dX1kn 
marcelwarfield, Wed Jan 20 19:02:21 +0000 2021, -76.620482, 39.284713, @ReddingWriting Thank you Redding!!! 
Jeannie61753196, Wed Jan 20 19:02:21 +0000 2021, -81.705467, 41.495940, #KohlFinds https://t.co/jNeuKB042O 
tmj_ctm_sales, Wed Jan 20 19:02:21 +0000 2021, -72.792461, 41.276138, Want to work at Cintas Corporation? We're hiring in Branford, CT! Click for details https://t.co/vguB06ckOP #cintasjobs #Service 
ThePolypreneur, Wed Jan 20 19:02:21 +0000 2021, -111.997441, 40.678703, Congrats on the promotion and pay raise 🤙🏽 
FaveEngineerJen, Wed Jan 20 19:02:21 +0000 2021, -80.846785, 35.209059, @10FeetMikeG Facts 
presidentialp16, Wed Jan 20 19:02:21 +0000 2021, -95.562444, 29.623472, If you shop for your groceries at Walmart.....I KNOWWWWWWWWWWS your breath stinks 
_thatMDgirl, Wed Jan 20 19:02:21 +0000 2021, -76.551163, 39.386823, Ooh I should make black history month shirts. 
MishaUVanamode, Wed Jan 20 19:02:21 +0000 2021, -117.104989, 32.810012, @HNTurtledove This form as he sheds his ... https://t.co/wbVXHWxgYY 
